(0.2, '-atr :: +low :: -word_boundary')
(0.2, '-atr :: -low :: +high')
(0.2, '-atr :: -low :: -high')
(0.2, '-atr :: -low :: +low')
(0.2, '-atr :: -low :: -low')
(0.2, '-atr :: -low :: +atr')
(0.2, '-atr :: -low :: -atr')
(0.2000000000000001, '-atr :: -low :: +word_boundary')
(0.2, '-atr :: -low :: -word_boundary')
(0.2, '-atr :: +atr :: +high')
(0.2, '-atr :: +atr :: -high')
(0.2, '-atr :: +atr :: +low')
(0.2, '-atr :: +atr :: -low')
(0.2, '-atr :: +atr :: +atr')
(0.2, '-atr :: +atr :: -atr')
(0.2, '-atr :: +atr :: +word_boundary')
(0.2, '-atr :: +atr :: -word_boundary')
(0.2, '-atr :: -atr :: +high')
(0.2, '-atr :: -atr :: -high')
(0.2, '-atr :: -atr :: +low')
(0.2, '-atr :: -atr :: -low')
(0.2, '-atr :: -atr :: +atr')
(0.2, '-atr :: -atr :: -atr')
(0.20000000000000015, '-atr :: -atr :: +word_boundary')
(0.2, '-atr :: -atr :: -word_boundary')
(0.2, '-atr :: +word_boundary :: +high')
(0.2, '-atr :: +word_boundary :: -high')
(0.2, '-atr :: +word_boundary :: +low')
(0.2, '-atr :: +word_boundary :: -low')
(0.2, '-atr :: +word_boundary :: +atr')
(0.2, '-atr :: +word_boundary :: -atr')
(0.2, '-atr :: +word_boundary :: +word_boundary')
(0.2, '-atr :: +word_boundary :: -word_boundary')
(0.2, '-atr :: -word_boundary :: +high')
(0.2, '-atr :: -word_boundary :: -high')
(0.2, '-atr :: -word_boundary :: +low')
(0.2, '-atr :: -word_boundary :: -low')
(0.2, '-atr :: -word_boundary :: +atr')
(0.2, '-atr :: -word_boundary :: -atr')
(0.2, '-atr :: -word_boundary :: +word_boundary')
(0.2, '-atr :: -word_boundary :: -word_boundary')
(0.9999546021312976, '+word_boundary :: +high :: +high')
(0.20000000000000015, '+word_boundary :: +high :: -high')
(0.19999999999999996, '+word_boundary :: +high :: +low')
(0.9999546021312976, '+word_boundary :: +high :: -low')
(0.2, '+word_boundary :: +high :: +atr')
(0.9999546021312976, '+word_boundary :: +high :: -atr')
(0.2, '+word_boundary :: +high :: +word_boundary')
(0.2, '+word_boundary :: +high :: -word_boundary')
(0.9999546021312976, '+word_boundary :: -high :: +high')
(0.9999546021312976, '+word_boundary :: -high :: -high')
(0.9999546021312976, '+word_boundary :: -high :: +low')
(0.9999546021312976, '+word_boundary :: -high :: -low')
(0.9999546021312976, '+word_boundary :: -high :: +atr')
(0.9999546021312976, '+word_boundary :: -high :: -atr')
(0.2, '+word_boundary :: -high :: +word_boundary')
(0.2, '+word_boundary :: -high :: -word_boundary')
(0.9999546021312976, '+word_boundary :: +low :: +high')
(0.9999546021312976, '+word_boundary :: +low :: -high')
(0.9999546021312976, '+word_boundary :: +low :: +low')
(0.9999546021312976, '+word_boundary :: +low :: -low')
(0.2000083397545469, '+word_boundary :: +low :: +atr')
(0.9999546021312976, '+word_boundary :: +low :: -atr')
(0.2, '+word_boundary :: +low :: +word_boundary')
(0.2, '+word_boundary :: +low :: -word_boundary')
(0.9999546021312976, '+word_boundary :: -low :: +high')
(0.9999546021312976, '+word_boundary :: -low :: -high')
(0.9999546021312976, '+word_boundary :: -low :: +low')
(0.9999546021312976, '+word_boundary :: -low :: -low')
(0.9999546021312976, '+word_boundary :: -low :: +atr')
(0.9999546021312976, '+word_boundary :: -low :: -atr')
(0.2, '+word_boundary :: -low :: +word_boundary')
(0.2, '+word_boundary :: -low :: -word_boundary')
(0.9999546021312976, '+word_boundary :: +atr :: +high')
(0.20000000000000015, '+word_boundary :: +atr :: -high')
(0.19999999999999996, '+word_boundary :: +atr :: +low')
(0.9999546021312976, '+word_boundary :: +atr :: -low')
(0.9999546021312976, '+word_boundary :: +atr :: +atr')
(0.9999546021312976, '+word_boundary :: +atr :: -atr')
(0.2, '+word_boundary :: +atr :: +word_boundary')
(0.2, '+word_boundary :: +atr :: -word_boundary')
(0.2, '+word_boundary :: -atr :: +high')
(0.9999546021312976, '+word_boundary :: -atr :: -high')
(0.9999546021312976, '+word_boundary :: -atr :: +low')
(0.2, '+word_boundary :: -atr :: -low')
(0.2, '+word_boundary :: -atr :: +atr')
(0.2, '+word_boundary :: -atr :: -atr')
(0.2, '+word_boundary :: -atr :: +word_boundary')
(0.2, '+word_boundary :: -atr :: -word_boundary')
(0.2, '+word_boundary :: +word_boundary :: +high')
(0.2, '+word_boundary :: +word_boundary :: -high')
(0.2, '+word_boundary :: +word_boundary :: +low')
(0.2, '+word_boundary :: +word_boundary :: -low')
(0.2, '+word_boundary :: +word_boundary :: +atr')
(0.2, '+word_boundary :: +word_boundary :: -atr')
(0.2, '+word_boundary :: +word_boundary :: +word_boundary')
(0.2, '+word_boundary :: +word_boundary :: -word_boundary')
(0.2, '+word_boundary :: -word_boundary :: +high')
(0.2, '+word_boundary :: -word_boundary :: -high')
(0.2, '+word_boundary :: -word_boundary :: +low')
(0.2, '+word_boundary :: -word_boundary :: -low')
(0.2, '+word_boundary :: -word_boundary :: +atr')
(0.2, '+word_boundary :: -word_boundary :: -atr')
(0.2, '+word_boundary :: -word_boundary :: +word_boundary')
(0.2, '+word_boundary :: -word_boundary :: -word_boundary')
(0.2, '-word_boundary :: +high :: +high')
(0.2, '-word_boundary :: +high :: -high')
(0.2, '-word_boundary :: +high :: +low')
(0.2, '-word_boundary :: +high :: -low')
(0.2, '-word_boundary :: +high :: +atr')
(0.2, '-word_boundary :: +high :: -atr')
(0.2, '-word_boundary :: +high :: +word_boundary')
(0.2, '-word_boundary :: +high :: -word_boundary')
(0.2, '-word_boundary :: -high :: +high')
(0.2, '-word_boundary :: -high :: -high')
(0.2, '-word_boundary :: -high :: +low')
(0.2, '-word_boundary :: -high :: -low')
(0.2, '-word_boundary :: -high :: +atr')
(0.2, '-word_boundary :: -high :: -atr')
(0.2, '-word_boundary :: -high :: +word_boundary')
(0.2, '-word_boundary :: -high :: -word_boundary')
(0.2, '-word_boundary :: +low :: +high')
(0.2, '-word_boundary :: +low :: -high')
(0.2, '-word_boundary :: +low :: +low')
(0.2, '-word_boundary :: +low :: -low')
(0.2, '-word_boundary :: +low :: +atr')
(0.2, '-word_boundary :: +low :: -atr')
(0.2, '-word_boundary :: +low :: +word_boundary')
(0.2, '-word_boundary :: +low :: -word_boundary')
(0.2, '-word_boundary :: -low :: +high')
(0.2, '-word_boundary :: -low :: -high')
(0.2, '-word_boundary :: -low :: +low')
(0.2, '-word_boundary :: -low :: -low')
(0.2, '-word_boundary :: -low :: +atr')
(0.2, '-word_boundary :: -low :: -atr')
(0.2, '-word_boundary :: -low :: +word_boundary')
(0.2, '-word_boundary :: -low :: -word_boundary')
(0.2, '-word_boundary :: +atr :: +high')
(0.2, '-word_boundary :: +atr :: -high')
(0.2, '-word_boundary :: +atr :: +low')
(0.2, '-word_boundary :: +atr :: -low')
(0.2, '-word_boundary :: +atr :: +atr')
(0.2, '-word_boundary :: +atr :: -atr')
(0.2, '-word_boundary :: +atr :: +word_boundary')
(0.2, '-word_boundary :: +atr :: -word_boundary')
(0.2, '-word_boundary :: -atr :: +high')
(0.2, '-word_boundary :: -atr :: -high')
(0.2, '-word_boundary :: -atr :: +low')
(0.2, '-word_boundary :: -atr :: -low')
(0.2, '-word_boundary :: -atr :: +atr')
(0.2, '-word_boundary :: -atr :: -atr')
(0.2, '-word_boundary :: -atr :: +word_boundary')
(0.2, '-word_boundary :: -atr :: -word_boundary')
(0.2, '-word_boundary :: +word_boundary :: +high')
(0.2, '-word_boundary :: +word_boundary :: -high')
(0.2, '-word_boundary :: +word_boundary :: +low')
(0.2, '-word_boundary :: +word_boundary :: -low')
(0.2, '-word_boundary :: +word_boundary :: +atr')
(0.2, '-word_boundary :: +word_boundary :: -atr')
(0.2, '-word_boundary :: +word_boundary :: +word_boundary')
(0.2, '-word_boundary :: +word_boundary :: -word_boundary')
(0.2, '-word_boundary :: -word_boundary :: +high')
(0.2, '-word_boundary :: -word_boundary :: -high')
(0.2, '-word_boundary :: -word_boundary :: +low')
(0.2, '-word_boundary :: -word_boundary :: -low')
(0.2, '-word_boundary :: -word_boundary :: +atr')
(0.2, '-word_boundary :: -word_boundary :: -atr')
(0.2, '-word_boundary :: -word_boundary :: +word_boundary')
(0.2, '-word_boundary :: -word_boundary :: -word_boundary')
