+high :: +high :: +high
+high :: +high :: -low
+high :: +high :: +atr
+high :: -low :: +high
+high :: -low :: -low
+high :: -low :: +atr
+high :: +atr :: +high
+high :: +atr :: -low
+high :: +atr :: +atr
-low :: +high :: +high
-low :: +high :: -low
-low :: +high :: +atr
-low :: -low :: +high
-low :: -low :: -low
-low :: -low :: +atr
-low :: +atr :: +high
-low :: +atr :: -low
-low :: +atr :: +atr
+atr :: +high :: +high
+atr :: +high :: -low
+atr :: +high :: +atr
+atr :: -low :: +high
+atr :: -low :: -low
+atr :: -low :: +atr
+atr :: +atr :: +high
+atr :: +atr :: -low
+atr :: +atr :: +atr
