N_Init,Strategy,Run,Candidate,Step,NumFeatsAtThisStep,NumFeatsToDate
0,train,9,('$ tE ka $'),46,12,238
0,train,9,('$ pi ta qa $'),47,22,239
0,train,9,('$ te pi $'),48,18,239
0,train,9,('$ qI pa pE $'),49,30,239
0,train,9,('$ qI $'),50,3,239
0,train,9,('$ ke ta $'),51,12,239
0,train,9,('$ pE $'),52,3,239
0,train,9,('$ qa ka $'),53,8,239
0,train,9,('$ pi pe ta $'),54,33,239
0,train,9,('$ ke $'),55,3,239
0,train,9,('$ qa $'),56,2,240
0,train,9,('$ ke ke ta $'),57,33,240
0,train,9,('$ qI pa pi pi ti qa ka qE tE $'),58,130,258
0,train,9,('$ kE pE qE $'),59,45,258
0,train,9,('$ qE pE $'),60,18,258
0,train,9,('$ ke ta qa $'),61,22,258
0,train,9,('$ pe ta tE kI $'),62,49,258
0,train,9,('$ ki pa $'),63,12,258
0,train,9,('$ qe $'),64,3,258
0,train,9,('$ qa qe ta ke ke $'),65,54,258
0,train,9,('$ kI qI $'),66,18,258
0,train,9,('$ pE pI kI $'),67,45,258
0,train,9,('$ qa pE $'),68,12,258
0,train,9,('$ ki ta qI $'),69,30,258
0,train,9,('$ te ke $'),70,18,258
0,train,9,('$ qi pi $'),71,18,258
0,train,9,('$ ti $'),72,3,258
0,train,9,('$ qi qi pe $'),73,45,258
0,train,9,('$ pi $'),74,3,258
0,unif,9,('$ kI pi $'),0,18,18
0,unif,9,('$ kI qi qE $'),1,45,52
0,unif,9,('$ qi ki $'),2,18,57
0,unif,9,('$ ki tI kI $'),3,45,80
0,unif,9,('$ ka ki ke $'),4,33,104
0,unif,9,('$ ke qa qe ti $'),5,49,139
0,unif,9,('$ ta kI ti $'),6,33,149
0,unif,9,('$ pI pE ta ka $'),7,39,175
0,unif,9,('$ pE kE ke ki $'),8,60,190
0,unif,9,('$ qI kI qI tI $'),9,45,193
0,unif,9,('$ ki qa tI $'),10,30,211
0,unif,9,('$ qI qi tI pe $'),11,68,223
0,unif,9,('$ tE tI $'),12,18,223
0,unif,9,('$ qa ki tE qI $'),13,60,229
0,unif,9,('$ pE ka qe $'),14,30,233
0,unif,9,('$ ti ka ta pi $'),15,36,241
0,unif,9,('$ qI tI qe pE $'),16,66,243
0,unif,9,('$ ta tE pE kI $'),17,54,250
0,unif,9,('$ pI ke pe te $'),18,63,255
0,unif,9,('$ kI pe pE pa $'),19,58,261
0,unif,9,('$ ti pa $'),20,12,263
0,unif,9,('$ pI qi pE $'),21,45,263
0,unif,9,('$ tE qa pe $'),22,30,263
0,unif,9,('$ qI qa ti ti $'),23,51,265
0,unif,9,('$ ke te pi ke $'),24,60,266
0,unif,9,('$ pI ka ka $'),25,22,266
0,unif,9,('$ pe ti ka ti $'),26,51,272
0,unif,9,('$ qi qE tE ka $'),27,57,272
0,unif,9,('$ tE ka $'),28,12,272
0,unif,9,('$ qi te te kE $'),29,60,273
0,unif,9,('$ qI qI ti qE $'),30,66,273
0,unif,9,('$ pe qi tE pI $'),31,68,273
0,unif,9,('$ ke pa ki $'),32,30,273
0,unif,9,('$ kI qe kE $'),33,45,273
0,unif,9,('$ ti pI ka $'),34,33,274
0,unif,9,('$ pi tI $'),35,18,274
0,unif,9,('$ pi qa ta $'),36,22,274
0,unif,9,('$ tI pE ki qi $'),37,66,274
0,unif,9,('$ ka pi $'),38,12,274
0,unif,9,('$ tI tE tI ki $'),39,64,274
0,unif,9,('$ te ka ke qi $'),40,49,274
0,unif,9,('$ pe te pI ti $'),41,66,274
0,unif,9,('$ kE pI kE $'),42,45,274
0,unif,9,('$ pe ka qE $'),43,30,275
0,unif,9,('$ kI kI ti ta $'),44,60,278
0,unif,9,('$ qa qa qe $'),45,22,280
0,unif,9,('$ qI qi $'),46,18,280
0,unif,9,('$ pI kE pI te $'),47,68,280
0,unif,9,('$ ti pa qa pI $'),48,36,281
0,unif,9,('$ te ke $'),49,18,281
0,unif,9,('$ pi ti pe pa $'),50,54,281
0,unif,9,('$ qE kE tE $'),51,45,281
0,unif,9,('$ tE ki qi kI $'),52,66,281
0,unif,9,('$ kE ki kI ke $'),53,70,281
0,unif,9,('$ qa ki tI $'),54,33,281
0,unif,9,('$ qa qe pe $'),55,33,281
0,unif,9,('$ kI qe $'),56,18,281
0,unif,9,('$ qa ka kE $'),57,22,281
0,unif,9,('$ pi tE ke $'),58,45,281
0,unif,9,('$ qa ka pa $'),59,16,283
0,unif,9,('$ qa qe ke qE $'),60,54,283
0,unif,9,('$ pa kE tE qi $'),61,57,283
0,unif,9,('$ qe ti kI $'),62,45,283
0,unif,9,('$ pi ka tE kE $'),63,51,283
0,unif,9,('$ pi ta pE $'),64,30,283
0,unif,9,('$ ti tE pe $'),65,45,283
0,unif,9,('$ qI kI qa kI $'),66,51,284
0,unif,9,('$ kI pE qa $'),67,33,284
0,unif,9,('$ pI kE ki qE $'),68,70,284
0,unif,9,('$ qe ta tI pa $'),69,42,287
0,unif,9,('$ pa ka $'),70,8,287
0,unif,9,('$ pi ke $'),71,18,287
0,unif,9,('$ ta qi qI $'),72,33,287
0,unif,9,('$ pi ti te pE $'),73,60,287
0,unif,9,('$ qI qe tE $'),74,45,287
0,entropy,9,('$ pe qE kI ke $'),0,68,68
0,entropy,9,('$ qe kI qi $'),1,45,81
0,entropy,9,('$ ki kI qi $'),2,45,93
0,entropy,9,('$ ke kI qe $'),3,45,96
0,entropy,9,('$ pE pI pi $'),4,45,102
0,entropy,9,('$ te qI pe $'),5,45,102
0,entropy,9,('$ ki pI ti $'),6,45,102
0,entropy,9,('$ tI pi $'),7,18,105
0,entropy,9,('$ pi qi $'),8,18,109
0,entropy,9,('$ ta qi $'),9,12,119
0,entropy,9,('$ kI qa $'),10,12,127
0,entropy,9,('$ ta qa tE $'),11,22,144
0,entropy,9,('$ pI qI qe pE $'),12,66,168
0,entropy,9,('$ kI tI pa qa $'),13,43,188
0,entropy,9,('$ qI ka ki pE $'),14,51,216
0,entropy,9,('$ ke kE kI qi $'),15,64,216
0,entropy,9,('$ pe kI kI pI $'),16,63,223
0,entropy,9,('$ pE ki qI qi $'),17,68,226
0,entropy,9,('$ qa pI kI tI $'),18,60,232
0,entropy,9,('$ ti ka tI pa $'),19,42,245
0,entropy,9,('$ qE qe pi qa $'),20,60,256
0,entropy,9,('$ ki pi qi ta $'),21,60,262
0,entropy,9,('$ kE ka qe qI $'),22,50,265
0,entropy,9,('$ pE ka ti $'),23,30,266
0,entropy,9,('$ pa ka pi pi $'),24,43,272
0,entropy,9,('$ ti tE ke $'),25,45,274
0,entropy,9,('$ ka pe ta ka $'),26,32,281
0,entropy,9,('$ qi pE pi qI $'),27,70,281
0,entropy,9,('$ qE qe qE $'),28,45,281
0,entropy,9,('$ qi qE pi $'),29,45,281
0,entropy,9,('$ qi kI ti tI $'),30,64,281
0,entropy,9,('$ ti pE te ta $'),31,58,282
0,entropy,9,('$ ti kE qi qi $'),32,69,282
0,entropy,9,('$ pe kE ke pe $'),33,60,282
0,entropy,9,('$ te pE qe tE $'),34,64,282
0,entropy,9,('$ qi pE pe qi $'),35,68,282
0,entropy,9,('$ qE qe kE $'),36,45,282
0,entropy,9,('$ pI qi kE qe $'),37,68,282
0,entropy,9,('$ ki pE ke $'),38,45,282
0,entropy,9,('$ kE pe qI tI $'),39,66,282
0,entropy,9,('$ ki pE pi $'),40,45,282
0,entropy,9,('$ qi pE ki tE $'),41,71,282
0,entropy,9,('$ pe qE pe qe $'),42,60,282
0,entropy,9,('$ pi kE ti kE $'),43,71,282
0,entropy,9,('$ pe kE qe te $'),44,60,282
0,entropy,9,('$ qe tI te tE $'),45,70,282
0,entropy,9,('$ te tE ke pI $'),46,68,282
0,entropy,9,('$ te kE qe kE $'),47,64,282
0,entropy,9,('$ kE te kE ke $'),48,64,282
0,entropy,9,('$ tE te qI $'),49,45,282
0,entropy,9,('$ tI qe tE qi $'),50,70,282
0,entropy,9,('$ ti tE ti pE $'),51,71,282
0,entropy,9,('$ pI ki ti kI $'),52,60,283
0,entropy,9,('$ kI qe kE $'),53,45,283
0,entropy,9,('$ qi tE qe pE $'),54,68,283
0,entropy,9,('$ ki pI ke pI $'),55,70,283
0,entropy,9,('$ pe kE ki qi $'),56,66,283
0,entropy,9,('$ ki qI qe qE $'),57,68,283
0,entropy,9,('$ qi pE qi $'),58,45,283
0,entropy,9,('$ pI ki tE qe $'),59,68,283
0,entropy,9,('$ pI tI ki qI $'),60,60,283
0,entropy,9,('$ ke tI ke tI $'),61,71,283
0,entropy,9,('$ qe kE ke qE $'),62,64,283
0,entropy,9,('$ ki pE qe $'),63,45,283
0,entropy,9,('$ pi qE pi $'),64,45,283
0,entropy,9,('$ qE te tE te $'),65,64,283
0,entropy,9,('$ tI qi kE te $'),66,68,283
0,entropy,9,('$ ti pI qi kE $'),67,68,283
0,entropy,9,('$ tE pi pI te $'),68,70,283
0,entropy,9,('$ qi tE ti $'),69,45,283
0,entropy,9,('$ qE qe qE pi $'),70,68,283
0,entropy,9,('$ ti tE qe kE $'),71,68,283
0,entropy,9,('$ te tE ki ti $'),72,66,283
0,entropy,9,('$ pi pE qe $'),73,45,283
0,entropy,9,('$ ki qE ki ke $'),74,70,283
0,entropy_pred,9,('$ ka pE $'),0,12,12
0,entropy_pred,9,('$ pa qi $'),1,12,20
0,entropy_pred,9,('$ qa ta $'),2,8,24
0,entropy_pred,9,('$ qe ka $'),3,12,32
0,entropy_pred,9,('$ ti pa $'),4,12,36
0,entropy_pred,9,('$ tE qa $'),5,12,40
0,entropy_pred,9,('$ ta ta ka $'),6,16,48
0,entropy_pred,9,('$ pE tE $'),7,18,56
0,entropy_pred,9,('$ kI qE $'),8,18,60
0,entropy_pred,9,('$ qi pE $'),9,18,64
0,entropy_pred,9,('$ kE qI $'),10,18,68
0,entropy_pred,9,('$ tE pi $'),11,18,72
0,entropy_pred,9,('$ pE pa pa $'),12,22,80
0,entropy_pred,9,('$ pe ka qa $'),13,22,84
0,entropy_pred,9,('$ qI kI $'),14,18,86
0,entropy_pred,9,('$ pa pa tI $'),15,22,98
0,entropy_pred,9,('$ ta pa te $'),16,22,102
0,entropy_pred,9,('$ ka qe qa $'),17,24,110
0,entropy_pred,9,('$ kI qa ka $'),18,22,114
0,entropy_pred,9,('$ ka kE ka $'),19,24,118
0,entropy_pred,9,('$ pa qi ta $'),20,24,122
0,entropy_pred,9,('$ ke ka pE $'),21,30,130
0,entropy_pred,9,('$ qi qa te $'),22,30,138
0,entropy_pred,9,('$ pI ta tE $'),23,30,144
0,entropy_pred,9,('$ te qa kI $'),24,30,148
0,entropy_pred,9,('$ kE ka ki $'),25,30,152
0,entropy_pred,9,('$ qi ka pI $'),26,30,154
0,entropy_pred,9,('$ kI kE ta $'),27,33,166
0,entropy_pred,9,('$ pI qI pa ka $'),28,43,172
0,entropy_pred,9,('$ qE pE qE $'),29,45,184
0,entropy_pred,9,('$ ke ka tE qE $'),30,48,188
0,entropy_pred,9,('$ ka tI kE pa $'),31,48,192
0,entropy_pred,9,('$ pI pE tE $'),32,45,196
0,entropy_pred,9,('$ pE kI qE $'),33,45,200
0,entropy_pred,9,('$ ta tE qI $'),34,33,204
0,entropy_pred,9,('$ qa tI tI ta $'),35,48,206
0,entropy_pred,9,('$ kI qI kE $'),36,45,208
0,entropy_pred,9,('$ qE pE pI tE $'),37,60,212
0,entropy_pred,9,('$ pI tE tI ta $'),38,60,214
0,entropy_pred,9,('$ tE qE qI pI $'),39,54,216
0,entropy_pred,9,('$ qI tI pI $'),40,45,217
0,entropy_pred,9,('$ pa te tI kI $'),41,57,232
0,entropy_pred,9,('$ pa ki tI pa $'),42,48,238
0,entropy_pred,9,('$ ka pE te qa $'),43,46,246
0,entropy_pred,9,('$ ta qE qE $'),44,33,246
0,entropy_pred,9,('$ pa kE qI kI $'),45,54,246
0,entropy_pred,9,('$ pI pI tE pa $'),46,54,246
0,entropy_pred,9,('$ pE kI ta pi $'),47,51,246
0,entropy_pred,9,('$ kI qE ke $'),48,45,252
0,entropy_pred,9,('$ ta pI pE tI $'),49,60,252
0,entropy_pred,9,('$ pE tE kI ta $'),50,60,252
0,entropy_pred,9,('$ qI qE tI tE $'),51,64,252
0,entropy_pred,9,('$ pa tI pI pI $'),52,60,252
0,entropy_pred,9,('$ tE tE qI qE $'),53,60,252
0,entropy_pred,9,('$ tE tE qE pI $'),54,54,252
0,entropy_pred,9,('$ ka kI qI tE $'),55,60,252
0,entropy_pred,9,('$ ka qI tI kI $'),56,60,252
0,entropy_pred,9,('$ tE tI tE qE $'),57,60,252
0,entropy_pred,9,('$ kI tI tI qa $'),58,60,252
0,entropy_pred,9,('$ pI qE kI pE $'),59,64,252
0,entropy_pred,9,('$ qE tI qI pE $'),60,60,252
0,entropy_pred,9,('$ tI pE ka ti $'),61,51,252
0,entropy_pred,9,('$ kI pa pe ka $'),62,42,252
0,entropy_pred,9,('$ pI qI kI pa $'),63,60,252
0,entropy_pred,9,('$ qE pI pE qI $'),64,64,252
0,entropy_pred,9,('$ tI tE tI qI $'),65,60,252
0,entropy_pred,9,('$ qE qI tI qE $'),66,60,252
0,entropy_pred,9,('$ ta kI qE tI $'),67,60,252
0,entropy_pred,9,('$ tI qE ta tI $'),68,51,252
0,entropy_pred,9,('$ kE qI tI pI $'),69,54,252
0,entropy_pred,9,('$ tI kE pI qE $'),70,64,252
0,entropy_pred,9,('$ tI tE qI kI $'),71,60,252
0,entropy_pred,9,('$ qi kE qa ta $'),72,41,252
0,entropy_pred,9,('$ kE tI kE qI $'),73,64,252
0,entropy_pred,9,('$ qI tE pI ta $'),74,60,252
NA,NA,NA,NA,NA,0,0
