N_Init,Strategy,Run,Candidate,Step,NumFeatsAtThisStep,NumFeatsToDate
0,train,0,('$ qE pE $'),0,18,18
0,train,0,('$ kI $'),1,3,21
0,train,0,('$ te $'),2,3,23
0,train,0,('$ qe ke $'),3,18,33
0,train,0,('$ pe te qa $'),4,33,54
0,train,0,('$ kI ta $'),5,12,61
0,train,0,('$ qE kE tI $'),6,45,91
0,train,0,('$ qe qe $'),7,18,91
0,train,0,('$ ka qI $'),8,12,98
0,train,0,('$ qa pE $'),9,12,100
0,train,0,('$ qE $'),10,3,100
0,train,0,('$ ti $'),11,3,100
0,train,0,('$ ki ta qI $'),12,30,116
0,train,0,('$ qI ta qE tI tE $'),13,74,147
0,train,0,('$ kE $'),14,3,147
0,train,0,('$ qI pa pi pi ti qa ka qE tE $'),15,130,214
0,train,0,('$ qi ke ke $'),16,45,217
0,train,0,('$ ki $'),17,3,217
0,train,0,('$ te qe $'),18,18,217
0,train,0,('$ tI $'),19,3,217
0,train,0,('$ pI tE ta kI $'),20,51,225
0,train,0,('$ kI qE $'),21,18,225
0,train,0,('$ ke ta qa $'),22,22,228
0,train,0,('$ qI $'),23,3,228
0,train,0,('$ kE pE qE $'),24,45,228
0,train,0,('$ qi ta pI qI $'),25,51,230
0,train,0,('$ ka qi $'),26,12,232
0,train,0,('$ tE ka $'),27,12,232
0,train,0,('$ pe ta tE kI $'),28,49,232
0,train,0,('$ tE pI $'),29,18,234
0,train,0,('$ qa ta ka qa tE $'),30,26,237
0,train,0,('$ ke qa qI $'),31,30,237
0,train,0,('$ tI kI $'),32,18,238
0,train,0,('$ qe $'),33,3,238
0,train,0,('$ pE pa $'),34,12,238
0,train,0,('$ pI kE $'),35,18,238
0,train,0,('$ qa ka $'),36,8,238
0,train,0,('$ ke ka ta ti $'),37,36,243
0,train,0,('$ tE qa ka $'),38,22,244
0,train,0,('$ qE kI $'),39,18,244
0,train,0,('$ qa qe ta ke ke $'),40,54,248
0,train,0,('$ pE pI kI $'),41,45,249
0,train,0,('$ pE $'),42,3,249
0,train,0,('$ ta pe $'),43,12,249
0,train,0,('$ te ke $'),44,18,249
0,train,0,('$ kE ka qe pa $'),45,41,249
0,train,0,('$ kI pE $'),46,18,249
0,train,0,('$ pi $'),47,3,249
0,train,0,('$ pi qi $'),48,18,252
0,train,0,('$ tI tE pE qI qI $'),49,69,255
0,train,0,('$ qi ta $'),50,12,255
0,train,0,('$ qe qa $'),51,12,255
0,train,0,('$ ke ta $'),52,12,255
0,train,0,('$ ta kE kE $'),53,33,255
0,train,0,('$ ka ki qe $'),54,33,256
0,train,0,('$ qI pa pE $'),55,30,256
0,train,0,('$ pe $'),56,3,256
0,train,0,('$ tE $'),57,3,256
0,train,0,('$ qI tE pa $'),58,33,256
0,train,0,('$ qi qi pe $'),59,45,256
0,train,0,('$ qa qi $'),60,12,256
0,train,0,('$ kI qI $'),61,18,256
0,train,0,('$ pi ta ti pe $'),62,51,256
0,train,0,('$ pI $'),63,3,256
0,train,0,('$ pi ta qa $'),64,22,256
0,train,0,('$ te ka ka $'),65,22,256
0,train,0,('$ ta ke $'),66,12,256
0,train,0,('$ qa $'),67,2,257
0,train,0,('$ ke ke ta $'),68,33,257
0,train,0,('$ ki pa $'),69,12,257
0,train,0,('$ pi ta $'),70,12,257
0,train,0,('$ ke $'),71,3,257
0,train,0,('$ qi pi $'),72,18,257
0,train,0,('$ pi pe ta $'),73,33,257
0,train,0,('$ pa ki ke pa $'),74,48,257
0,unif,0,('$ qE pa $'),0,12,12
0,unif,0,('$ qE qe pe $'),1,45,52
0,unif,0,('$ tI qa $'),2,12,56
0,unif,0,('$ qE pi ka $'),3,33,72
0,unif,0,('$ qE qi tE pe $'),4,70,107
0,unif,0,('$ te ti kI $'),5,45,131
0,unif,0,('$ ka qe qE pi $'),6,58,154
0,unif,0,('$ kE pi ka $'),7,33,154
0,unif,0,('$ tI qE pi $'),8,45,166
0,unif,0,('$ qI qi te tI $'),9,68,183
0,unif,0,('$ ke qe ki ka $'),10,60,190
0,unif,0,('$ kI qa ka $'),11,22,201
0,unif,0,('$ pa pa kI $'),12,22,212
0,unif,0,('$ qE tE qa qe $'),13,48,226
0,unif,0,('$ tI qe ka $'),14,33,228
0,unif,0,('$ kE qI qe $'),15,45,230
0,unif,0,('$ qE ki pi $'),16,45,232
0,unif,0,('$ ti qE kE $'),17,45,237
0,unif,0,('$ qa qI $'),18,12,239
0,unif,0,('$ pe ti qe $'),19,45,240
0,unif,0,('$ qI kE kE ke $'),20,60,242
0,unif,0,('$ qe tI ta $'),21,33,243
0,unif,0,('$ kI pe kE qI $'),22,68,244
0,unif,0,('$ te qe kI $'),23,45,244
0,unif,0,('$ qa te $'),24,12,244
0,unif,0,('$ ki qI kE $'),25,45,245
0,unif,0,('$ qE qE $'),26,18,245
0,unif,0,('$ qa qe ke $'),27,33,248
0,unif,0,('$ ti tI ka pI $'),28,51,257
0,unif,0,('$ qI qa tE pe $'),29,51,260
0,unif,0,('$ ke ta kE tE $'),30,48,265
0,unif,0,('$ kE qa te $'),31,30,265
0,unif,0,('$ kE tE $'),32,18,265
0,unif,0,('$ kI qe qi ke $'),33,68,265
0,unif,0,('$ tI qa qe qa $'),34,42,269
0,unif,0,('$ ki tE $'),35,18,269
0,unif,0,('$ qi kI $'),36,18,269
0,unif,0,('$ ki qE kI $'),37,45,269
0,unif,0,('$ pE tI pI ki $'),38,60,270
0,unif,0,('$ ta ki kI qa $'),39,48,275
0,unif,0,('$ pa ti ki kE $'),40,60,276
0,unif,0,('$ ta pa qI $'),41,22,276
0,unif,0,('$ qa kI kE ta $'),42,48,277
0,unif,0,('$ qi ti qi ki $'),43,45,277
0,unif,0,('$ pI qI tE $'),44,45,277
0,unif,0,('$ kI pE $'),45,18,277
0,unif,0,('$ ki ta ta qe $'),46,36,281
0,unif,0,('$ te ki $'),47,18,281
0,unif,0,('$ qa pi ka $'),48,24,282
0,unif,0,('$ pi qe $'),49,18,282
0,unif,0,('$ ta qE qE $'),50,33,282
0,unif,0,('$ tI qI qa $'),51,33,282
0,unif,0,('$ pe ti $'),52,18,282
0,unif,0,('$ ta qe ka $'),53,24,282
0,unif,0,('$ te qe pa $'),54,33,282
0,unif,0,('$ pa ta ke tE $'),55,39,282
0,unif,0,('$ kI qe kI pa $'),56,60,282
0,unif,0,('$ tE pi ki $'),57,45,282
0,unif,0,('$ ti pI ka kI $'),58,51,282
0,unif,0,('$ ke qa ta $'),59,22,283
0,unif,0,('$ qI ki qE $'),60,45,283
0,unif,0,('$ pi qI kI qE $'),61,60,283
0,unif,0,('$ ki pE pe pa $'),62,58,283
0,unif,0,('$ qi pE $'),63,18,283
0,unif,0,('$ qE qa pa ta $'),64,26,284
0,unif,0,('$ tE pE $'),65,18,284
0,unif,0,('$ ti kI tI $'),66,45,284
0,unif,0,('$ ka qi pI ta $'),67,48,284
0,unif,0,('$ pa tI $'),68,12,284
0,unif,0,('$ tE qI qI pi $'),69,60,284
0,unif,0,('$ qE pE qa ta $'),70,37,284
0,unif,0,('$ ti tI $'),71,18,284
0,unif,0,('$ te ke ke pe $'),72,45,284
0,unif,0,('$ ka qI $'),73,12,284
0,unif,0,('$ qe qI ki $'),74,45,284
0,entropy,0,('$ qI ke tI pi $'),0,70,70
0,entropy,0,('$ kI pi $'),1,18,73
0,entropy,0,('$ qI kI $'),2,18,79
0,entropy,0,('$ ki ta kI $'),3,30,101
0,entropy,0,('$ ka tE ti qa $'),4,48,143
0,entropy,0,('$ ta ki qa $'),5,24,153
0,entropy,0,('$ qa qa $'),6,8,159
0,entropy,0,('$ qI ti tI te $'),7,68,178
0,entropy,0,('$ pi qi qI ta $'),8,60,194
0,entropy,0,('$ te qI ti pi $'),9,66,203
0,entropy,0,('$ te qI qI ke $'),10,69,211
0,entropy,0,('$ pe qi tI te $'),11,68,214
0,entropy,0,('$ tI pi tI qe $'),12,68,214
0,entropy,0,('$ kI ti pi ti $'),13,54,215
0,entropy,0,('$ pe ti qI ka $'),14,60,215
0,entropy,0,('$ qi pi tI ke $'),15,66,215
0,entropy,0,('$ ki ti pe $'),16,45,217
0,entropy,0,('$ qE ta ke qI $'),17,50,238
0,entropy,0,('$ ta ka qi qi $'),18,43,247
0,entropy,0,('$ qI ta ta $'),19,22,255
0,entropy,0,('$ ti qI qI ka $'),20,60,258
0,entropy,0,('$ qE kI pI kI $'),21,54,260
0,entropy,0,('$ qI pI qa $'),22,33,260
0,entropy,0,('$ pa pa ka $'),23,16,266
0,entropy,0,('$ pE ta ti $'),24,30,269
0,entropy,0,('$ pa ka tE pa $'),25,32,275
0,entropy,0,('$ qI pi qI qi $'),26,64,275
0,entropy,0,('$ pi pi kI $'),27,45,275
0,entropy,0,('$ qi qe qI $'),28,45,275
0,entropy,0,('$ qE ti ti qI $'),29,66,275
0,entropy,0,('$ pi pi qI $'),30,45,275
0,entropy,0,('$ pa ki kE pe $'),31,60,279
0,entropy,0,('$ pI qe tI $'),32,45,279
0,entropy,0,('$ ti ti qI $'),33,45,279
0,entropy,0,('$ tI pe pI $'),34,45,279
0,entropy,0,('$ qE ti tI kI $'),35,66,279
0,entropy,0,('$ kI te pI $'),36,45,279
0,entropy,0,('$ pi tI qi ti $'),37,60,279
0,entropy,0,('$ pI ke pI $'),38,45,279
0,entropy,0,('$ pi pi qI qi $'),39,60,279
0,entropy,0,('$ qi tE qi qI $'),40,70,279
0,entropy,0,('$ ki ki kI $'),41,45,279
0,entropy,0,('$ pi qE ti kE $'),42,71,279
0,entropy,0,('$ qi pi kI $'),43,45,279
0,entropy,0,('$ kI qi qi qI $'),44,60,279
0,entropy,0,('$ pe kI ki pI $'),45,68,279
0,entropy,0,('$ pi qI qi qI $'),46,64,279
0,entropy,0,('$ tI pe qi qI $'),47,68,279
0,entropy,0,('$ pe kI ki tI $'),48,68,279
0,entropy,0,('$ pi ti tI ka $'),49,60,279
0,entropy,0,('$ ki kE te qI $'),50,70,279
0,entropy,0,('$ qI qe pI pi $'),51,70,279
0,entropy,0,('$ ki kE te $'),52,45,279
0,entropy,0,('$ te pI ti qi $'),53,66,279
0,entropy,0,('$ pi ti pI ki $'),54,60,279
0,entropy,0,('$ kI qe pi pI $'),55,68,279
0,entropy,0,('$ qi kE ki kE $'),56,71,279
0,entropy,0,('$ ti pE qe tI $'),57,70,279
0,entropy,0,('$ pi pE te pE $'),58,68,279
0,entropy,0,('$ pe qi pI $'),59,45,279
0,entropy,0,('$ kE pe pI pi $'),60,68,279
0,entropy,0,('$ qI pi pI qI $'),61,60,279
0,entropy,0,('$ qI qi qI pi $'),62,64,279
0,entropy,0,('$ ke qi qI $'),63,45,279
0,entropy,0,('$ ki pE ki tI $'),64,70,279
0,entropy,0,('$ pi tI pe tI $'),65,70,279
0,entropy,0,('$ kI qi kI tI $'),66,60,279
0,entropy,0,('$ ki ki pI $'),67,45,279
0,entropy,0,('$ ki qi qI $'),68,45,279
0,entropy,0,('$ tI ki qI ti $'),69,64,279
0,entropy,0,('$ qI ke kI pI $'),70,69,279
0,entropy,0,('$ pi kI qi tI $'),71,64,279
0,entropy,0,('$ ti ki kI te $'),72,66,279
0,entropy,0,('$ tI ki pI qI $'),73,60,279
0,entropy,0,('$ qi ki pI ki $'),74,60,279
0,entropy_pred,0,('$ qa qa $'),0,8,8
0,entropy_pred,0,('$ te qa $'),1,12,16
0,entropy_pred,0,('$ pi ta $'),2,12,20
0,entropy_pred,0,('$ pI pa $'),3,12,24
0,entropy_pred,0,('$ ta kE $'),4,12,32
0,entropy_pred,0,('$ pa pe $'),5,12,36
0,entropy_pred,0,('$ ta ti $'),6,12,40
0,entropy_pred,0,('$ ke ke $'),7,18,48
0,entropy_pred,0,('$ pe qE $'),8,18,52
0,entropy_pred,0,('$ pe pi $'),9,18,56
0,entropy_pred,0,('$ qE ke $'),10,18,60
0,entropy_pred,0,('$ ta qI ta $'),11,24,72
0,entropy_pred,0,('$ pi pi $'),12,18,78
0,entropy_pred,0,('$ ka pa pi $'),13,22,90
0,entropy_pred,0,('$ ta qa ka $'),14,16,98
0,entropy_pred,0,('$ pa ta tE $'),15,22,102
0,entropy_pred,0,('$ qa pe pe $'),16,33,112
0,entropy_pred,0,('$ qa ti qe $'),17,33,116
0,entropy_pred,0,('$ qe qa pa $'),18,22,124
0,entropy_pred,0,('$ ta pi pi $'),19,33,130
0,entropy_pred,0,('$ ki qa qa $'),20,22,134
0,entropy_pred,0,('$ kE ta qa tI $'),21,36,138
0,entropy_pred,0,('$ ta qa te ka $'),22,32,140
0,entropy_pred,0,('$ pe pa qE $'),23,30,148
0,entropy_pred,0,('$ ki ta pE $'),24,30,152
0,entropy_pred,0,('$ qE pa pE $'),25,30,156
0,entropy_pred,0,('$ qe pa pe $'),26,30,160
0,entropy_pred,0,('$ ke ka pi $'),27,30,164
0,entropy_pred,0,('$ tE ta ki $'),28,30,168
0,entropy_pred,0,('$ ki qa pi $'),29,30,172
0,entropy_pred,0,('$ te qe pa tI $'),30,51,180
0,entropy_pred,0,('$ ka ke qi pa $'),31,48,184
0,entropy_pred,0,('$ pa kI pi ka $'),32,48,202
0,entropy_pred,0,('$ pe qe ke ke $'),33,45,210
0,entropy_pred,0,('$ ti qe ke ti $'),34,60,218
0,entropy_pred,0,('$ pi ti qa ti $'),35,51,218
0,entropy_pred,0,('$ qe qi pe $'),36,45,222
0,entropy_pred,0,('$ ti pi ti $'),37,45,229
0,entropy_pred,0,('$ pi te pI ta $'),38,60,239
0,entropy_pred,0,('$ ka kE ke pe $'),39,54,243
0,entropy_pred,0,('$ ti ti ki ta $'),40,60,243
0,entropy_pred,0,('$ pa ki te te $'),41,60,243
0,entropy_pred,0,('$ ka qe kI $'),42,33,247
0,entropy_pred,0,('$ ke qi ka qI $'),43,51,247
0,entropy_pred,0,('$ pe pe ti qi $'),44,54,247
0,entropy_pred,0,('$ ti pi pe ki $'),45,60,247
0,entropy_pred,0,('$ ka te tI qa $'),46,48,247
0,entropy_pred,0,('$ pa qi ki pe $'),47,60,247
0,entropy_pred,0,('$ te te ti qe $'),48,60,247
0,entropy_pred,0,('$ qe ke pe ki $'),49,54,247
0,entropy_pred,0,('$ ki ti pe $'),50,45,247
0,entropy_pred,0,('$ pa te pe pe $'),51,51,247
0,entropy_pred,0,('$ pa ke ti ki $'),52,54,247
0,entropy_pred,0,('$ tI qa ki pi $'),53,51,247
0,entropy_pred,0,('$ qi ti te pi $'),54,60,247
0,entropy_pred,0,('$ pe te ka qi $'),55,51,247
0,entropy_pred,0,('$ ti ki qe pe $'),56,54,247
0,entropy_pred,0,('$ ti qi pi pa $'),57,60,247
0,entropy_pred,0,('$ qe ti ke ki $'),58,64,247
0,entropy_pred,0,('$ ke ta qE ka $'),59,41,247
0,entropy_pred,0,('$ qe qi qi pa $'),60,60,247
0,entropy_pred,0,('$ ki ke ki ti $'),61,60,247
0,entropy_pred,0,('$ pi pi ti ta $'),62,60,247
0,entropy_pred,0,('$ te ke ti qi $'),63,54,247
0,entropy_pred,0,('$ qe qe pi ti $'),64,54,247
0,entropy_pred,0,('$ pe pi pe ti $'),65,64,247
0,entropy_pred,0,('$ pe qe pi qa $'),66,60,247
0,entropy_pred,0,('$ te ki pe te $'),67,60,247
0,entropy_pred,0,('$ ta pi te pi $'),68,60,247
0,entropy_pred,0,('$ pe pe qi ka $'),69,60,247
0,entropy_pred,0,('$ ki te ta ki $'),70,51,247
0,entropy_pred,0,('$ ke qi pa kI $'),71,51,247
0,entropy_pred,0,('$ qe te qe qa $'),72,51,247
0,entropy_pred,0,('$ pE ka ki pi $'),73,51,247
0,entropy_pred,0,('$ ta pi pi pe $'),74,60,247
0,train,1,('$ ki ta qI $'),0,30,30
0,train,1,('$ tI tE pE qI qI $'),1,69,92
0,train,1,('$ ta kE kE $'),2,33,113
0,train,1,('$ qi pi $'),3,18,125
0,train,1,('$ te qe $'),4,18,128
0,train,1,('$ ke qa qI $'),5,30,132
0,train,1,('$ qI tE pa $'),6,33,144
0,train,1,('$ pI $'),7,3,147
0,train,1,('$ kI kI pa qe $'),8,51,166
0,train,1,('$ qa qe ta ke ke $'),9,54,189
0,train,1,('$ qa ta ka qa tE $'),10,26,195
0,train,1,('$ qa $'),11,2,197
0,train,1,('$ pE $'),12,3,197
0,train,1,('$ tI $'),13,3,197
0,train,1,('$ pi pe ta $'),14,33,207
0,train,1,('$ qe $'),15,3,208
0,train,1,('$ kE ka qe pa $'),16,41,209
0,train,1,('$ ke $'),17,3,209
0,train,1,('$ te ke $'),18,18,209
0,train,1,('$ tI kI $'),19,18,209
0,train,1,('$ qa qi $'),20,12,211
0,train,1,('$ qe qa $'),21,12,211
0,train,1,('$ te ka ka $'),22,22,214
0,train,1,('$ tE pI $'),23,18,214
0,train,1,('$ qI ta qE tI tE $'),24,74,220
0,train,1,('$ ke ta qa $'),25,22,220
0,train,1,('$ pe te qa $'),26,33,220
0,train,1,('$ pa ki ke pa $'),27,48,224
0,train,1,('$ qe ke $'),28,18,224
0,train,1,('$ ki $'),29,3,224
0,train,1,('$ qi ta pI qI $'),30,51,226
0,train,1,('$ pi ta $'),31,12,227
0,train,1,('$ pE ka $'),32,12,227
0,train,1,('$ qE pE $'),33,18,227
0,train,1,('$ tE ka $'),34,12,227
0,train,1,('$ kI ta $'),35,12,227
0,train,1,('$ qE $'),36,3,227
0,train,1,('$ pE pI kI $'),37,45,227
0,train,1,('$ pe ta tE kI $'),38,49,227
0,train,1,('$ qi ta $'),39,12,227
0,train,1,('$ qI pa pE $'),40,30,227
0,train,1,('$ ka qi $'),41,12,227
0,train,1,('$ ta ke $'),42,12,227
0,train,1,('$ qi qi pe $'),43,45,243
0,train,1,('$ qi ke ke $'),44,45,243
0,train,1,('$ ti $'),45,3,243
0,train,1,('$ qE kI $'),46,18,243
0,train,1,('$ pI tE ta kI $'),47,51,244
0,train,1,('$ te pi $'),48,18,244
0,train,1,('$ qI $'),49,3,244
0,train,1,('$ kI $'),50,3,244
0,train,1,('$ kI pE $'),51,18,244
0,train,1,('$ pi ta qa $'),52,22,245
0,train,1,('$ tE $'),53,3,245
0,train,1,('$ pi qi $'),54,18,245
0,train,1,('$ ke ke ta $'),55,33,245
0,train,1,('$ ta pe $'),56,12,245
0,train,1,('$ pI kE $'),57,18,245
0,train,1,('$ ka ki qe $'),58,33,245
0,train,1,('$ ke ta $'),59,12,245
0,train,1,('$ pE pa $'),60,12,245
0,train,1,('$ qa pE $'),61,12,245
0,train,1,('$ qa ka $'),62,8,245
0,train,1,('$ kI qE $'),63,18,245
0,train,1,('$ kE pE qE $'),64,45,245
0,train,1,('$ kI qI $'),65,18,245
0,train,1,('$ qe qe $'),66,18,245
0,train,1,('$ tE qa ka $'),67,22,246
0,train,1,('$ ki pa $'),68,12,246
0,train,1,('$ ka qI $'),69,12,246
0,train,1,('$ qE kE tI $'),70,45,246
0,train,1,('$ kE $'),71,3,246
0,train,1,('$ pi ta ti pe $'),72,51,246
0,train,1,('$ ke ka ta ti $'),73,36,248
0,train,1,('$ pe $'),74,3,248
0,unif,1,('$ pE ta pa qa $'),0,26,26
0,unif,1,('$ qE te ta pa $'),1,39,48
0,unif,1,('$ ki qe ki $'),2,45,90
0,unif,1,('$ pi pe pE $'),3,45,109
0,unif,1,('$ ta pa ki $'),4,22,126
0,unif,1,('$ qa ti pa $'),5,24,142
0,unif,1,('$ ke te ka te $'),6,48,148
0,unif,1,('$ qa kI pa ti $'),7,42,164
0,unif,1,('$ ka pi ka ka $'),8,34,167
0,unif,1,('$ ke pe qe $'),9,45,171
0,unif,1,('$ qI qa kE $'),10,30,177
0,unif,1,('$ ke ki te $'),11,45,189
0,unif,1,('$ qe ke $'),12,18,189
0,unif,1,('$ qa qe pa pi $'),13,42,190
0,unif,1,('$ ki qa pi $'),14,30,191
0,unif,1,('$ qa pI ka qI $'),15,42,191
0,unif,1,('$ kE qI ti $'),16,45,216
0,unif,1,('$ pa ti ta $'),17,24,216
0,unif,1,('$ qe qI $'),18,18,217
0,unif,1,('$ pi ta ka $'),19,22,217
0,unif,1,('$ tI qa ta ke $'),20,36,217
0,unif,1,('$ ki qe pi $'),21,45,217
0,unif,1,('$ tI ti tE $'),22,45,228
0,unif,1,('$ ke ke $'),23,18,228
0,unif,1,('$ qI tE te $'),24,45,235
0,unif,1,('$ pa ta ke ka $'),25,32,235
0,unif,1,('$ qa pe qa te $'),26,41,235
0,unif,1,('$ qa tE pa $'),27,24,236
0,unif,1,('$ pe ti te $'),28,45,236
0,unif,1,('$ pe qE $'),29,18,236
0,unif,1,('$ qE ta pi $'),30,30,236
0,unif,1,('$ pE te $'),31,18,236
0,unif,1,('$ kE pI $'),32,18,237
0,unif,1,('$ qe qe pa ke $'),33,48,237
0,unif,1,('$ pI qI pa qa $'),34,43,244
0,unif,1,('$ pi pI pe pE $'),35,68,248
0,unif,1,('$ pE pE $'),36,18,248
0,unif,1,('$ tE qe pI pe $'),37,70,253
0,unif,1,('$ pe pE pE $'),38,45,256
0,unif,1,('$ ta ka $'),39,8,256
0,unif,1,('$ ta pE ki $'),40,33,262
0,unif,1,('$ kI tE qI qI $'),41,60,266
0,unif,1,('$ qi te tI $'),42,45,266
0,unif,1,('$ ta qI kI pa $'),43,48,271
0,unif,1,('$ ti ka ka kI $'),44,36,274
0,unif,1,('$ tI qe $'),45,18,274
0,unif,1,('$ tE pe ta $'),46,33,274
0,unif,1,('$ ti kI tI kE $'),47,60,278
0,unif,1,('$ pa pE tE ti $'),48,57,278
0,unif,1,('$ pi ka ka $'),49,22,278
0,unif,1,('$ ke ti ke $'),50,45,278
0,unif,1,('$ tE pe pa qE $'),51,49,279
0,unif,1,('$ te pi tE $'),52,45,279
0,unif,1,('$ pi qi $'),53,18,279
0,unif,1,('$ qI qI qE $'),54,45,279
0,unif,1,('$ tI qi ke kE $'),55,64,280
0,unif,1,('$ pa pi $'),56,12,280
0,unif,1,('$ ta kE $'),57,12,280
0,unif,1,('$ qI pe tI pe $'),58,71,280
0,unif,1,('$ pa pe pa $'),59,24,280
0,unif,1,('$ tI kI $'),60,18,280
0,unif,1,('$ ti te $'),61,18,280
0,unif,1,('$ te pi ka tE $'),62,51,281
0,unif,1,('$ ki qI tE pi $'),63,68,281
0,unif,1,('$ te qa ti $'),64,30,281
0,unif,1,('$ ti tE kE $'),65,45,281
0,unif,1,('$ qi pE $'),66,18,281
0,unif,1,('$ pE pi pa $'),67,33,281
0,unif,1,('$ tI qe ki $'),68,45,281
0,unif,1,('$ qa qa qa $'),69,16,281
0,unif,1,('$ te ke $'),70,18,281
0,unif,1,('$ qe pe qE $'),71,45,281
0,unif,1,('$ qE pE pE pi $'),72,63,281
0,unif,1,('$ kI te tE $'),73,45,281
0,unif,1,('$ qE ka kI $'),74,30,281
0,entropy,1,('$ ti kI qe pI $'),0,70,70
0,entropy,1,('$ ki tI $'),1,18,73
0,entropy,1,('$ te ki $'),2,18,81
0,entropy,1,('$ kI qE $'),3,18,91
0,entropy,1,('$ pa qa $'),4,8,99
0,entropy,1,('$ ti ta qI $'),5,30,118
0,entropy,1,('$ pa tE qI ka $'),6,48,157
0,entropy,1,('$ qI qi qI $'),7,45,167
0,entropy,1,('$ pI ti pI $'),8,45,167
0,entropy,1,('$ ki tI ki tI $'),9,64,172
0,entropy,1,('$ pI tI qi pI $'),10,60,177
0,entropy,1,('$ pI ti pi pE $'),11,66,188
0,entropy,1,('$ qi pI pi $'),12,45,191
0,entropy,1,('$ pI ki pi qE $'),13,66,191
0,entropy,1,('$ ti qI ti ki $'),14,60,191
0,entropy,1,('$ tI ki qI pE $'),15,64,194
0,entropy,1,('$ kI qi ti tI $'),16,60,195
0,entropy,1,('$ ti kI qI qi $'),17,60,195
0,entropy,1,('$ pI qi qi $'),18,45,195
0,entropy,1,('$ pI qi pI ki $'),19,64,195
0,entropy,1,('$ ki pI pI qi $'),20,60,195
0,entropy,1,('$ qE ti kI pi $'),21,68,201
0,entropy,1,('$ qi qI pI pi $'),22,60,201
0,entropy,1,('$ qi qI qI ti $'),23,60,201
0,entropy,1,('$ qi kI qi $'),24,45,201
0,entropy,1,('$ qi ti pe ta $'),25,54,214
0,entropy,1,('$ qI pi qI ti $'),26,64,214
0,entropy,1,('$ pI tI tI kI $'),27,45,215
0,entropy,1,('$ kI pa ka pa $'),28,30,232
0,entropy,1,('$ ka ki te $'),29,33,246
0,entropy,1,('$ pE qa ti $'),30,30,257
0,entropy,1,('$ tI ti pi pI $'),31,60,257
0,entropy,1,('$ qi qI pi ki $'),32,60,257
0,entropy,1,('$ ki pI qi kI $'),33,64,257
0,entropy,1,('$ qE ke ti qI $'),34,64,257
0,entropy,1,('$ ta pi kI ta $'),35,48,265
0,entropy,1,('$ pe ki tI ti $'),36,64,265
0,entropy,1,('$ qa ti qI $'),37,33,265
0,entropy,1,('$ pa pi pI ta $'),38,48,265
0,entropy,1,('$ ke ki tI $'),39,45,265
0,entropy,1,('$ ta qi kI $'),40,33,265
0,entropy,1,('$ kE qi qi kI $'),41,66,265
0,entropy,1,('$ tE ti ti tI $'),42,66,265
0,entropy,1,('$ ki pE pi tI $'),43,70,267
0,entropy,1,('$ ta ti pI $'),44,33,267
0,entropy,1,('$ te tI qI $'),45,45,267
0,entropy,1,('$ ti ti pI qa $'),46,60,267
0,entropy,1,('$ qe ti tI $'),47,45,267
0,entropy,1,('$ tE pi kI ki $'),48,68,267
0,entropy,1,('$ tI ke ki qI $'),49,68,267
0,entropy,1,('$ ka ki qI $'),50,33,267
0,entropy,1,('$ qe ki tI ka $'),51,60,267
0,entropy,1,('$ pe ti pI $'),52,45,267
0,entropy,1,('$ pe qi tI ti $'),53,64,267
0,entropy,1,('$ pe pi qI $'),54,45,267
0,entropy,1,('$ qE ti tI ta $'),55,60,267
0,entropy,1,('$ tI qe qI ki $'),56,70,268
0,entropy,1,('$ qE pi pI ta $'),57,60,268
0,entropy,1,('$ tE ki kI ka $'),58,60,268
0,entropy,1,('$ ka qi pI $'),59,33,268
0,entropy,1,('$ ka qi tI ka $'),60,48,268
0,entropy,1,('$ pI ke pi qI $'),61,68,268
0,entropy,1,('$ pa ti tI ta $'),62,48,268
0,entropy,1,('$ pE ki pi qI $'),63,66,268
0,entropy,1,('$ te pi kI $'),64,45,268
0,entropy,1,('$ ta ti qI $'),65,33,268
0,entropy,1,('$ tE ti tI qE $'),66,68,268
0,entropy,1,('$ ti qi kI qa $'),67,60,268
0,entropy,1,('$ ka qi tI pa $'),68,48,268
0,entropy,1,('$ pe ki qI te $'),69,68,268
0,entropy,1,('$ tE pi tI pi $'),70,68,268
0,entropy,1,('$ qe pi tI $'),71,45,268
0,entropy,1,('$ qa ki qI pa $'),72,48,268
0,entropy,1,('$ qe qi tI ka $'),73,60,268
0,entropy,1,('$ pi tI ki qi $'),74,60,268
0,entropy_pred,1,('$ qa tE $'),0,12,12
0,entropy_pred,1,('$ ta pe $'),1,12,16
0,entropy_pred,1,('$ pa pa $'),2,8,20
0,entropy_pred,1,('$ ka qi $'),3,12,24
0,entropy_pred,1,('$ kI ka $'),4,12,36
0,entropy_pred,1,('$ qe qa $'),5,12,40
0,entropy_pred,1,('$ qE qE $'),6,18,48
0,entropy_pred,1,('$ kE tI $'),7,18,52
0,entropy_pred,1,('$ pI tE $'),8,18,56
0,entropy_pred,1,('$ qI qI $'),9,18,58
0,entropy_pred,1,('$ ki tE $'),10,18,62
0,entropy_pred,1,('$ pE ti $'),11,18,66
0,entropy_pred,1,('$ ka ta ta $'),12,16,74
0,entropy_pred,1,('$ pa qa ke $'),13,22,82
0,entropy_pred,1,('$ ka pa tI $'),14,22,90
0,entropy_pred,1,('$ qe ta ta $'),15,22,98
0,entropy_pred,1,('$ pi ta ta $'),16,22,102
