ent,good,bad,diff,acc,rej,Step,Run,Strategy,N_Init,IsTI,judgment,proposed
2.862974566596635,-300.6980903628856,-314.26640018210543,0.59,-1.700557305080971,0,0,0,unif,0,False,True,(0, 16, 1, 0)
1.5269197688515388,-232.374748490348,-240.14201984869212,0.58,-2.089256117670907,0,1,0,unif,0,False,True,(0, 5, 6, 0)
2.4812446243837503,-232.374748490348,-240.14201984869212,0.58,-2.7208916881295533,0,2,0,unif,0,False,True,(0, 17, 18, 6, 0)
2.862974566596635,-225.28459037149975,-224.6725839530232,0.57,-3.4497019617356837,0,3,0,unif,0,False,True,(0, 1, 1, 0)
3.435569479915962,-184.67732114536892,-194.37827199067164,0.62,-4.32427429006304,0,4,0,unif,0,False,True,(0, 17, 20, 2, 0)
4.389894335448165,-1824.117727130853,-2291.4342078949567,0.71,-151.32427429006316,-70.11750908619614,5,0,unif,0,False,False,(0, 20, 15, 4, 0)
2.862974566596635,-798.1177271308525,-1199.4342078949558,0.72,-56.05308456366922,-37.11750908619611,6,0,unif,0,False,True,(0, 4, 8, 4, 0)
4.389894335448165,-1824.1177271308532,-2168.4342078949567,0.66,-167.0530845636693,-128.23501817239224,7,0,unif,0,False,False,(0, 1, 17, 11, 0)
2.8629745665966295,-1953.1177271308536,-2363.434207894957,0.67,-188.05308456366933,-176.96382844599842,8,0,unif,0,False,False,(0, 14, 11, 0)
2.862974566596635,-1110.1177271308527,-1307.4342078949553,0.71,-65.78189483727536,-80.96382844599833,9,0,unif,0,False,True,(0, 19, 14, 0)
3.4355694799159555,-2148.1177271308534,-2390.4342078949567,0.67,-221.78189483727547,-186.8384007743258,10,0,unif,0,False,False,(0, 16, 4, 20, 0)
3.435569479915962,-1251.1177271308527,-1400.4342078949553,0.68,-96.65646716560275,-111.8384007743257,11,0,unif,0,False,True,(0, 13, 4, 7, 0)
2.4812446243837503,-654.6192613249975,-902.3388574717277,0.84,-43.28810273606134,-75.83840077432568,12,0,unif,0,False,True,(0, 5, 18, 4, 0)
2.8629745665966295,-1428.619261324998,-1850.3388574717287,0.65,-208.28810273606146,-217.56721104793195,13,0,unif,0,False,False,(0, 2, 10, 0)
2.862974566596635,-1113.149825429329,-1599.1585412340326,0.71,-173.0169130096676,-187.56721104793192,14,0,unif,0,False,True,(0, 7, 6, 6, 14, 0)
3.8172994221288468,-819.1498254293289,-999.1585412340315,0.64,-92.98866004114235,-115.56721104793186,15,0,unif,0,False,True,(0, 18, 2, 19, 2, 0)
3.435569479915962,-461.0358297046734,-692.4901437992385,0.72,-42.86323236946967,-76.56721104793182,16,0,unif,0,True,True,(0, 8, 18, 15, 0)
2.862974566596635,-461.0358297046734,-692.4901437992385,0.72,-43.5920426430758,-76.56721104793182,17,0,unif,0,False,True,(0, 20, 14, 0)
2.0995146821708657,-461.0358297046734,-692.4901437992385,0.72,-44.12650351038696,-76.56721104793182,18,0,unif,0,False,True,(0, 6, 12, 0)
2.8629745665966295,-1529.0358297046741,-1892.4901437992394,0.68,-338.1265035103871,-260.2960213215381,19,0,unif,0,False,False,(0, 17, 1, 0)
